name,latitude,longitude
Slyngsten,54.98333,9.5
Sælvig,55.86133,10.55138
Slukefter,55.42409,10.26464
Sludstrup,55.35367,11.37431
Slude,55.25687,10.74744
Slots-Bjergby,55.37097,11.3324
Sløsserup,54.72402,11.75758
Sløsse,54.69945,11.59549
Slipshavn,55.28698,10.8252
Slimminge,55.44664,11.95336
Slevstrup,55.53426,10.28307
Slettingen,57.5,9.91667
Slettestrand,57.15007,9.36711
Sletteskov,54.76936,11.59713
Sletterød,55.43741,10.04744
Sletteren,54.94628,11.46453
Sletten,55.95705,12.53223
Sletteenge,55.09291,14.93176
Sletelte,56.03903,12.24617
Slet,56.10421,10.14348
Slelde,55.71336,9.45081
Slæbæk,55.11327,10.557
Slangerup,55.85,12.18333
Slagstrup,55.52237,10.16887
Slagstrup,55.43201,11.35668
Slagslunde,55.79896,12.22235
Slaglille,55.44217,11.62112
Slagelse,55.40276,11.35459
Slagballe,56.00201,9.57126
Skyum,56.83662,8.57671
Skygge,56.19413,9.28005
Skydebjerg,55.36173,10.05276
Skævinge,55.90785,12.15036
Skuldelev,55.77999,12.01822
Skuerup,55.54412,11.5644
Skudstrup,55.43798,9.18512
Skuderløse,55.29971,11.87711
Skrydstrup,55.24522,9.25415
Skærup,55.63949,9.59934
Skærum,57.41667,10.36667
Skrulle,55.15048,14.98724
Skærsig,55.87251,8.85018
Skærping,57.49017,10.04212
Skrosbjerg,55.35766,12.12271
Skrødstrup,56.62529,10.05537
Skærød,56.01386,12.16114
Skræm,57.06895,9.34107
Skærlund,55.89629,9.0578
Skringstrup,56.58381,9.44336
Skæring,56.22198,10.29323
Skrillinge,55.49332,9.76711
Skrejrup,56.31237,10.46119
Skredtorpe,54.9051,11.15731
Skærbæk,56.05051,8.72203
Skærbæk,56.26874,8.86758
Skærbæk,56.17228,9.61478
Skærbæk,56.08256,8.98467
Skærbæk,55.51579,9.63381
Sherrebek,55.15735,8.76901
Skraverup,55.21012,11.68521
Skrave By,55.41062,9.10606
Skram,57.59792,10.28167
Skræ,56.30204,9.30443
Skov-Vallenderød,55.59085,11.7158
Skov-Torup,55.26704,12.04156
Skovstrup,56.97049,10.02923
Skovstrup,55.33198,10.14746
Skovsted,57.00303,8.77711
Skovshoved,55.76146,12.59778
Skovs-Højrup,55.49384,9.9601
Skovs-Hjrup,55.44959,10.27377
Skovsgårde,57.53866,10.01345
Skovsgårde,55.47221,10.06446
Skovsgård,57.0874,9.48528
Skovsgård,57.00923,10.32223
Skovsende,55.83912,8.85655
Skovse,55.4163,11.40711
Skovsby,55.40574,10.17382
Skovsborg,56.30555,9.54228
Skovsbo,55.04816,10.54792
Skovrup,55.38333,9.48333
Skovmose,54.87619,10.02029
Skovmark,55.08293,10.51557
Skovlunde,55.71565,12.39802
Skovlund,55.73849,8.71017
Skovlænge,54.8253,11.24777
Skovhuse,56.03978,12.34345
Skovhuse,55.36901,9.5501
Skovhuse,55.23317,10.31444
Skovhuse,55.23062,10.0912
Skovhuse,55.00615,12.06298
Skov Hastrup,55.5823,11.90144
Skovgårde,56.17986,10.65504
Skoverup,55.2741,12.03004
Skovengene,57.18673,9.75124
Skoven,57.26667,11.05
Skoven,55.90604,11.93291
Skove,56.73785,9.1291
Skovdallund,55.74014,9.41753
Skovbyballe,54.88061,10.00568
Skovby,56.13599,9.11521
Skovby,56.1534,9.95695
Skovby,55.52654,10.07813
Skovby,55.16976,9.38335
Skovby,54.92054,11.94565
Skovby,54.91195,10.29992
Skovby,54.87609,11.68501
Skovby,54.8842,9.99457
Skovby,54.74573,11.57594
Skovby,54.66073,11.48844
Skovbølling,55.79277,9.42248
Skovbølling,55.3078,9.50491
Skovbølle,54.90508,11.0911
Skovballe,55.32596,10.64905
Skovballe,54.97112,10.54906
Skotterup,56.00199,12.5727
Skottemarke,54.70197,11.55485
Skorup,56.28061,9.74348
Skøttrup,57.37301,9.75986
Skørringe,54.85,11.96667
Skørring,56.36266,10.27584
Skørring,56.18073,9.88862
Skørpinge,55.3402,11.378
Skørpinge,55.26913,12.36573
Skørping,56.83626,9.89255
Skørbæk,56.9187,9.55102
Skødstrup,56.26349,10.30406
Skødstrup,55.61309,8.25301
Skødshoved Strand,56.18657,10.37453
Skonager,55.63833,8.57206
Skodsebølle,54.77802,11.26597
Skodsborg,55.8225,12.57324
Skodsbøl,55.8574,8.57667
Skodsbøl,54.89828,9.65481
Skodborg Huse,56.48333,8.46667
Skodborghus,55.45035,9.131
Skodborggård,56.51104,8.47747
Skodborg,55.41854,9.15315
Skælskør,55.25058,11.29352
Skjød,56.29917,9.92913
Skjoltrup,54.80686,12.10073
Skjoldelev,56.23056,10.01179
Skjoldborg,56.90755,8.60829
Skjoldbjerg,55.68216,9.10466
Skjold,55.798,9.94053
Skjern,55.95,8.5
Skjerk,56.27069,8.82164
Skjellund,56.10919,9.0895
Skjellerup,56.62879,9.86474
Skjedsbøl,55.75637,8.38966
Skivum,56.86606,9.59004
Skivholme,56.20104,9.97029
Skive,56.56381,9.04025
Skippinge,55.74041,11.39952
Skinnerup,56.98856,8.66523
Skindbjerg,56.88096,9.92014
Skindbjerg,56.44963,10.79263
Skimmede,55.63395,11.74855
Skiften,55.13367,10.92213
Skiffard Pynt,56.37915,10.6601
Skiffard,56.4004,10.67395
Skidenstræde,54.79948,11.29966
Skibtved,57.37936,10.46382
Skibstrup,56.07185,12.511
Skibsted,56.86712,10.06999
Skibsby Hede,57.47564,10.03847
Skibsby,57.48261,10.02754
Skibinge,55.10524,12.03247
Skibhusene,55.42772,10.41497
Skibet,55.70733,9.44762
Skibelund,55.44159,9.10072
Skibelund,55.26632,9.13618
Skibby,56.13718,10.04013
Skibby,55.75122,11.96083
Skibbild,55.99708,9.10141
Skibbild,56.17061,8.84682
Skægkær,56.2127,9.50164
Skerne,54.8916,11.90968
Skenkelsø,55.80932,12.14214
Skelund,56.76071,10.1913
Skelstrup,54.78657,11.52297
Skelmose,56.20016,8.20711
Skellingsted,55.58993,11.46226
Skellet,56.98205,10.19624
Skellerup Nygårde,56.1672,9.65698
Skellerup,56.20462,10.48795
Skellerup,56.17473,9.67385
Skellerup,55.33725,10.65852
Skellerød,55.41945,11.76661
Skellebjerg,55.53382,11.44471
Skelhøje,56.35999,9.29743
Skelde Gård,54.85,9.73333
Skelde,54.86026,9.72295
Skelby,55.31513,11.67933
Skelby,54.63452,11.901
Skejby,56.20071,10.17515
Skee Tåstrup,55.53649,11.74721
Skeen,57.5588,10.10407
Skee,55.52878,11.78135
Skedshale,56.6821,9.53541
Skeby,55.51395,10.44578
Skebjerg,54.9485,10.79891
Skaverup,55.06492,11.82571
Skave,56.39123,8.80151
Skattebølle,55.09088,10.88293
Skåstrup,55.53004,10.00987
Skast,55.50883,8.55847
Skårupøre,55.06438,10.72223
Skårup,56.97284,8.56867
Skårup,57.0422,9.02111
Skårup,56.76661,9.73563
Skårup,56.25908,10.55813
Skårup,56.04007,8.51543
Skårup,56.01667,9.98333
Skårup,55.21752,10.05488
Skårup,55.09108,10.6904
Skårup,54.70214,11.65986
Skarum,56.86373,8.82001
Skartved,55.45989,9.53814
Skarrild,55.98044,8.89745
Skarresø,56.35877,10.52555
Skarre,55.4909,9.60651
Skarp-Salling,56.95053,9.35908
Skarpeskade,55.14411,14.81862
Skarø By,55.00712,10.4691
Skarndal,57.52514,10.10351
Skåphus Mark,56.25416,9.05351
Skannerup,56.20971,9.74408
Skandia,56.46667,10.06667
Skanderup,55.4633,9.34165
Skanderborg,56.03991,9.9272
Skamstrup,55.61999,11.48687
Skamby,55.52085,10.2749
Skalstrup,56.3618,8.27068
Skalstrup,55.58523,12.10075
Skals,56.55676,9.40381
Skalmstrup,56.53757,10.20452
Skalmstrup,56.50082,9.16264
Skallerup,56.85197,8.65622
Skallerup,55.06809,11.96919
Skallegårde,55.2,11.76667
Skallebølle,55.38333,10.2
Skallebjerg,55.22765,10.17519
Skalkendrup,55.36968,10.73333
Skalborg,57.00163,9.88786
Skalbjerg,55.36735,10.15256
Skagen,57.72093,10.58394
Skafterup,55.2232,11.51219
Skaftelev,55.47099,11.43059
Skader,56.35498,10.21151
Skåde,56.10426,10.22073
Skade,55.93671,9.50562
Skadbak,57.19539,9.65034
Skabohuse,55.34935,10.7935
Sjunkeby,54.77796,11.04255
Sjøstrup,56.79373,9.56607
Sjørup Gårde,56.78481,9.26386
Sjørup,56.40996,10.6065
Sjørup,56.42706,9.08291
Sjørup,56.34215,9.30294
Sjørslev,56.32606,9.44478
Sjørring,56.9529,8.5893
Sjørring,56.55244,9.71033
Sjølund,55.40244,9.53025
Sjolte,55.17152,12.00863
Sjælstofte,54.65317,11.48326
Sjælsmark,55.87355,12.42712
Sjælborg,55.54086,8.34783
Sjellerup,55.00074,9.86244
Sjelle,56.18537,9.93252
Sivested,56.38648,10.63368
Sir,56.4053,8.59066
Sinkbæk,56.43864,8.2867
Sinebjerg,55.08257,10.18379
Sindrup,56.68729,8.37741
Sinding,56.20841,9.46679
Sinding,56.21237,8.85101
Sindbjerglund,55.79937,9.54508
Sindbjerg,56.73716,8.67902
Sindallund,57.47728,10.18864
Sindalhede,57.49923,10.18895
Sindal,57.47117,10.20312
Simmersted,55.29964,9.3809
Simmerbølle,54.94509,10.76419
Simmendrup,55.35938,11.9162
Simmelkær,56.26917,9.00014
Simested,56.6968,9.56096
Silstrup,56.93035,8.64865
Sillesthoved,55.81667,9.23333
Sillerup,55.29962,9.5622
Sillerslev,56.69287,8.73418
Silkeborg,56.1697,9.54508
Sildestrup,54.72287,11.96241
Siim,56.08386,9.78001
Sigersted,55.42943,11.72888
Sigerslevvester,55.87794,12.09422
Sigerslevøster,55.88322,12.12958
Sigerslev,55.32359,12.41583
Sig,55.66461,8.57531
Siem,56.82182,10.01141
Sidinge,55.83745,11.64597
Sibberup,55.63568,11.59948
Sibberup,55.28491,11.82275
Sibberup,55.2187,11.39495
Sevel,56.45701,8.86994
Serup,56.60677,8.56735
Serup,56.24434,9.48947
Serup,55.48556,10.29039
Serritslev,57.31381,9.97398
Serridslev,55.89952,9.89471
Sepstrup,56.09202,9.44668
Sennels,56.96416,8.79391
Sengeløse,55.68125,12.24775
Semb,56.65408,8.54458
Sem,56.62625,10.09317
Selsinggårde,55.83373,10.5603
Selling,56.30925,10.09688
Sellerup,55.66537,9.64791
Selkær,56.46534,10.7424
Seldrup,56.06839,10.22003
Selde,56.78028,9.04559
Sekshusene,57.47015,10.23941
Seksgårde,55.88201,11.95376
Sejstrup,56.58448,9.1708
Sejstrup,55.43532,8.7418
Sejs,56.13813,9.60696
Sejrup,55.8828,9.30876
Sejlstrup,56.84659,9.95163
Sejling,56.21724,9.51787
Sejlflod,56.98694,10.10053
Sejet,55.81808,9.92521
Sejerslev,56.92325,8.86679
Sejerby,55.88371,11.14323
Seggelund,55.33182,9.48091
Segalt,56.28332,10.31405
Seest,55.48573,9.44421
Seerdrup,55.34051,11.34013
Seem,55.31152,8.8214
Seden Strand,55.43878,10.44959
Seden,55.42648,10.44265
Sebberup,55.79071,9.72935
Sebbersund,56.9613,9.56611
Sebbelev,54.96042,9.85907
Sædingeskov,54.72926,11.42967
Sædinge,54.70926,11.41655
Sædding,55.78339,8.31169
Sædding,56.02596,8.54387
Sædder,55.39219,12.10556
Sædden,55.50944,8.40512
Sædballe,54.78887,10.72185
Sæd,54.9136,8.90338
Sæby,57.33188,10.52251
Sæby,56.76335,8.90732
Sæby,55.70415,11.94219
Sæby,55.54709,11.30875
Saunte,56.07543,12.48641
Sattrup,55.95111,9.78956
Sasserup,55.68089,11.66523
Sårup,57.07953,8.63777
Sarup,55.2,10.1
Sarup,54.91038,10.0332
Sankt Knuds By,57.45231,9.96386
Sankt Jørgensbjerg,55.64414,12.07152
Sangstrup,56.4632,10.89914
Sandvig,55.28681,14.7851
Sandvig,55.05979,12.11796
Sandved,55.263,11.52168
Sandvad,55.90853,9.44144
Sandvad,55.98333,9.71667
Sandvad,55.80333,9.45904
Sandstræde,55.23333,11.76667
Sandkås,55.25505,14.81975
Sandholts-Lyndelse,55.20675,10.30098
Sandholm,56.69597,8.66926
Sandet,55.91585,8.84636
Sanderum,55.36938,10.33873
Sander,55.98899,10.1532
Sanddal,55.54756,9.72579
Sandby Lindelse,54.84999,11.06937
Sandby,56.29709,10.06211
Sandby,55.73573,11.50979
Sandby,55.37901,11.7437
Sandby,54.87537,11.08779
Sandbjerg,55.85368,12.50247
Sandbjerg,54.89328,11.18443
Sandager,55.32726,9.92779
Sandager,55.21484,10.56445
Sandager,54.88154,9.56702
Sandager,54.66728,11.58883
Saltvig,54.8719,11.38339
Saltune,55.17646,15.01888
Saltum Strand,57.29185,9.63844
Saltum,57.27192,9.698
Saltrup,56.0564,12.32483
Saltø By,55.23927,11.63598
Saltofte,55.63457,11.27789
Saltofte,55.52428,11.57453
Saltofte,55.24566,9.92601
Salten,56.08395,9.56907
Saltbæk,55.73539,11.11182
Salløv,55.56503,12.11089
Sallingsund,56.74292,8.85766
Sallinge,55.22562,10.33811
Sallerup,55.08391,11.82109
Sall,56.27859,9.8252
Salby,55.49348,10.65775
Saksmose Huse,55.76973,9.43778
Sakskøbing,54.7997,11.62599
Saksild,55.97538,10.23078
Saksborg,54.93151,9.06637
Sahl,56.48346,8.83783
Sahl,56.33741,9.63927
Sageby,55.03726,12.11974
Såderup,55.32379,10.67183
Sadderup,55.51334,8.60661
Såby,55.98723,9.78858
Sabro,56.21333,10.03441
Ryvang,55.72582,12.56345
Ryslinge,55.2416,10.53675
Ryomgård,56.3843,10.50295
Rynkeby,55.40083,10.61374
Rynkeby,55.24873,10.46691
Rykkerup,54.74907,11.70945
Rygård Strand,56.50549,10.51653
Rygårde,56.50515,10.4908
Rye,55.67277,11.87442
Rye,55.52151,11.2384
Rydskov,55.43346,10.06005
Rydsbæk,54.9059,12.23843
Ryde,56.43419,8.77913
Ryde,54.79646,11.30538
Rydal,57.42731,10.3869
Rybjerg,56.7157,9.04428
Ry,56.09038,9.76505
Rutsker,55.20793,14.74176
Rustrup,56.11049,9.50416
Rurup,55.15268,9.02965
Rungsted,55.86934,12.55159
Rugtved,55.6482,11.26394
Rugsted,55.64101,9.39053
Rugskov,55.50881,11.40194
Rugbjerg,55.12714,9.30888
Rugballe,55.72864,9.44275
Rufas,54.96989,9.61321
Rue,55.68955,9.41952
Rue,55.45274,10.20967
Ruds-Vedby,55.54093,11.37957
Rudskov Huse,55.38533,10.52773
Rudme,55.19836,10.4851
Rudkøbing,54.93639,10.71019
Rude-Eskilstrup,55.51499,11.55307
Rude,55.99275,10.22398
Rude,55.2307,11.46921
Rudbøl,54.89996,8.75293
Rudbjerg,54.74073,11.12129
Rud,55.41127,9.82665
Rærup,56.7078,9.05136
Rærup,55.78431,8.34876
Rovstrup,55.29091,9.46583
Rovsthøje,55.57523,8.59195
Rovst,55.55223,8.62904
Roved,55.4671,9.21202
Roum,56.60533,9.5516
Rottarp,55.70384,8.35676
Rostved,56.30976,10.52379
Rostrup,56.72926,9.92882
Rostrup,55.74607,9.28656
Rostrup,55.5299,10.24588
Rosted,55.37122,11.41307
Rosnæs,54.8345,11.11068
Rosmus,56.30389,10.77179
Roslev,56.70387,8.98638
Roskilde,55.64152,12.08035
Rosendal,55.46667,10.33333
Rorup,55.57783,11.98784
Rorslev,55.56766,10.3199
Rorslev,55.48855,9.86857
Røved,56.31176,10.17108
Røstofte,55.04331,12.0057
Roost,55.13097,9.01049
Rørvig,55.94405,11.75268
Rørup,55.41331,10.02614
Rørtang,56.01276,12.57434
Rørt,55.97692,10.19096
Rørkær Huse,55.41476,9.23581
Rørkær,55.306,9.50084
Rørkær,54.93556,8.92098
Rørholt,57.12772,10.2765
Rørdal,57.06184,9.97895
Rørby,55.64593,11.16416
Rørbæk Langet,54.82848,11.6878
Rørbæk,54.80159,11.64751
Rønshoved,54.87355,9.51883
Rønninge,55.34495,10.60767
Rønnede,55.2571,12.02125
Rønnebæk,55.21788,11.81088
Rønnebjerg,57.34773,10.07215
Rønne,55.10091,14.70664
Rønland,56.6584,8.20679
Rønholt,56.78116,10.18572
Rønge,56.39276,9.75208
Rønde,56.30145,10.47505
Rønbjerg Huse,56.89051,9.16846
Rønbjerg,56.53401,8.93314
Rømø Kirkeby,55.11324,8.5428
Røllum,54.98948,9.3914
Røjle Tårup,55.53357,9.80482
Røjleskov,55.54744,9.81724
Røjle,55.52029,9.80923
Røjerup,55.35,10.6
Røgind,56.53294,9.1463
Røgind,56.08391,8.35196
Røgild,57.1253,9.65323
Røgeskov,55.28514,11.54391
Røgerup,55.74967,11.92192
Røgen,56.2092,9.8093
Røgen,56.2,9.8
Røgelhede,57.23815,10.16169
Rødvig,55.2554,12.37936
Rødskebølle,55.08429,10.57423
Rødovre,55.68062,12.45373
Rødme,55.11191,10.49932
Rødkærsbro,56.3531,9.50513
Rødklit,56.13333,9.16667
Rødhus,57.2167,9.54804
Rødeledshuse,54.80374,11.58089
Rødeled,55.11667,12.01667
Rødekro,55.07015,9.31641
Rødebæk,54.88333,9.21667
Røddinge,54.9468,12.1595
Rødding,56.64343,8.80967
Rødding,56.5003,9.50734
Rødding,56.20069,8.70785
Rødding,55.36569,9.06316
Rødbyhavn,54.65442,11.35203
Rødby,54.69495,11.38885
Rø,55.2134,14.89366
Ronæs,55.43991,9.82642
Ronnum,55.952,8.96478
Ronesbanke,55.08982,12.01501
Roneklint,55.12387,12.12595
Romlund,56.48194,9.30376
Romdrup,57.00262,10.03563
Rom By,56.51879,8.3055
Rolund,55.44489,9.84446
Rolsted,55.3215,10.568
Rolpested,54.85615,10.48963
Roløkke,54.91368,11.11768
Rold,56.77281,9.81511
Roholte,55.19497,12.08954
Rogenstrup,56.49839,9.34887
Roe,56.2828,9.64906
Rodsted,56.8417,9.67407
Rodskov,56.30038,10.36468
Rodemark,54.85831,12.0544
Rodelund,56.10193,9.57819
Rodebæk,55.59228,8.76101
Rode,55.85721,11.60949
Rode,55.29945,12.05253
Robstrup,56.44497,10.88417
Robdrup,56.39105,10.12411
Roager,55.25289,8.82396
Rækker Mølle,56.02033,8.53955
Risum,56.3814,8.74907
Risum,56.78372,9.01489
Ristinge,54.82165,10.634
Risskov,56.19716,10.248
Rislev,55.28136,11.73265
Risgårde,56.76834,9.21049
Riserup,54.89581,11.8285
Risen,55.16588,15.0141
Rise Hjarup,55.08066,9.38624
Rise,56.52236,9.63107
Rise,55.05849,9.33592
Risby,55.68896,12.32639
Risby,55.33452,12.28432
Risby,55.13324,11.92465
Risbjerg,55.88655,9.11565
Ris,55.97593,9.84834
Ris,55.8292,9.32093
Ris,55.8131,11.42988
Rinkenæs,54.89426,9.56057
Ringtved,55.27628,9.34603
Ringsted,55.4426,11.79011
Ringsø,56.3957,10.38587
Ringseby,54.8653,11.17782
Ringsebølle,54.69337,11.41572
Ringsbjerg,55.40391,12.08116
Ringkøbing,56.09006,8.24402
Ringive,55.8017,9.17411
Ring firgårde,55.1345,11.82792
Ringeby,55.11188,14.79371
Ringe,55.56179,10.28006
Ringe,55.24506,10.47065
Ring,56.40595,10.35777
Ring,55.95884,9.58944
Ring,55.13296,11.85002
Rindum,56.09152,8.27088
Rindsholm,56.40054,9.43472
Rindebæk,55.31753,10.46442
Rindby,55.42384,8.40038
Rimsø,56.47918,10.79728
Rimmerhus,56.09726,8.76127
Rimmen,57.5,10.46667
Rimmen,57.00825,9.71875
Rimmehuse,57.21902,9.58956
Rikkesminde,55.36667,10.36667
Rigtrup,56.36467,10.21144
Rifbjerg,54.95502,10.7459
Riddertofte,54.75865,11.03011
Ribe,55.33051,8.76966
Ræhr,57.09396,8.66478
Revsøre,55.20853,10.80158
Revsø Mark,55.34838,9.29928
Revshale,54.76292,11.53073
Revninge,55.41824,10.65604
Revn,56.39239,10.81077
Rettrup,56.57036,8.89687
Rettestrup,55.18407,11.77532
Retholt,57.55012,10.09418
Resenstad,56.5163,8.53749
Resendal,56.19462,9.63512
Resenbro,56.17747,9.63138
Resen,56.582,9.03304
Resen,56.37936,9.08881
Resdal,56.22566,9.48785
Rens,54.89489,9.09412
Renge,55.28715,12.40256
Renderne,55.97975,8.13971
Render,55.34507,10.24866
Renden,57.56667,9.95
Rendbæk,57.23979,9.71962
Remmer Strand,56.55042,8.49037
Remmerslund,55.78095,9.71182
Remkolde,55.05768,11.86679
Rekkende,55.08181,12.08121
Rejstrup,56.51591,9.85261
Rejsby-Ballum,55.04849,8.64382
Rejsby,55.23476,8.71643
Rejnstrup,55.23936,12.14628
Rejnstrup,55.32236,11.62804
Regstrup,55.67561,11.61567
Regstrup,55.35171,10.76226
Regnemark,55.46315,11.98876
Regerup,55.33949,11.66259
Refsvindinge,55.28089,10.68453
Refstrup,56.04108,8.38033
Refsnæs,57.33524,9.9369
Refshammer,56.78242,8.86079
Refshale,56.194,9.39513
Refsgårde,55.6447,9.30401
Refs,56.73327,8.41481
Reerstrup,55.99312,12.48354
Reersø,55.53166,11.10882
Reersø,54.78778,11.63543
Reersnæs,54.8436,11.44971
Reerslev,55.62407,12.18907
Reerslev,55.55762,11.38666
Redsted,56.7394,8.65293
Redsø,56.67983,9.87621
Rebstrup,56.8334,9.63034
Rebæk,55.48318,9.51861
Rebild,56.83282,9.8488
Rebelsig,55.51693,8.82038
Rebbøl,54.98221,9.20614
Ravsted,55.00921,9.12592
Ravnstrup,57.17661,10.09766
Ravnstrup,56.94683,9.25903
Ravnstrup,56.44779,9.28777
Ravnstrup,55.26748,11.87369
Ravnstrup,54.87643,11.88774
Ravnsø,55.51098,8.6657
Ravnsø,54.90189,11.90211
Ravnsnæs,55.86279,12.45575
Ravnshøjgyden,55.27359,10.4645
Ravnshøj,57.45367,10.42132
Ravnsholt,54.94532,11.25748
Ravnsby,54.89756,11.35491
Ravnsbæk,55.69098,9.59849
Ravnsbjerg,55.53225,8.43892
Ravnsbjerg,55.23691,11.91127
Ravnkilde,56.75609,9.75264
Ravning,55.69142,9.34905
Ravnholtlund,56.12559,9.26221
Ravnholt,56.25,9.31667
Ravnholt,56.13549,9.25746
Ravnholt,56.06427,10.10828
Ravnholt,55.7702,9.90066
Ravnholt,55.54654,9.23331
Ravnebjerg,55.37865,10.26483
Ravnebjerg,55.3383,11.49777
Ravndrup,55.21395,10.59151
Ravlund,55.83902,9.06302
Ravhede,57.52814,10.23653
Raved,55.00751,9.25241
Råsted,56.51294,9.94873
Råst,56.50831,8.75824
Rask Mølle,55.87215,9.61346
Rask Mark,55.88333,10.61667
Rask Mark,55.88333,9.73333
Rårup,55.76877,9.93139
Rårup,54.79559,11.1015
Rårud,55.11823,10.58012
Ranum,56.89725,9.22872
Rantzausminde,55.03662,10.54643
Rannerød,57.65685,10.44912
Rangstrup,55.14218,9.20796
Rands,55.6206,9.69184
Randlev,55.95,10.2
Randkløve,55.16377,15.0335
Randerup,55.08609,8.72502
Randers,56.4607,10.03639
Randbøldal,55.69033,9.26323
Randbøl,55.69433,9.24751
Randbæk,56.12907,8.54576
Ramten,56.43757,10.63032
Ramsømagle,55.5701,12.06857
Ramsølille,55.55271,12.08521
Ramsing,56.59579,8.84253
Ramme,56.4907,8.21286
Ramløse,56.01398,12.11608
Raklev,55.69723,11.06667
Rakkeby,57.40499,9.92587
Rakkeby,56.76588,8.62293
Råhede,55.26707,8.69501
Rågelunde Bækkeskov,54.68259,11.79209
Rågelunde,54.70396,11.73073
Rågelund,55.39982,10.49596
Rågeleje,56.0981,12.16538
Ragebøl,54.9309,9.73283
Rådved,55.91213,9.80303
Raadvad,55.80482,12.56002
Rådvad,55.52236,9.43545
Radsted Langet,54.80811,11.67467
Radsted,54.78884,11.68781
Råde,55.24722,9.68341
Radby,55.38156,10.20846
Radby,55.28285,10.34232
Radby,55.16103,10.2093
Råbymagle,54.9836,12.43167
Råbylille,54.9877,12.38334
Råby,56.60851,10.22992
Råby,55.33803,12.36106
Rabæk,55.90809,8.61262
Rabjerg,54.69932,11.90758
Raa,54.76193,11.43554
Puthede,57.56667,10.01667
Purkær,57.23585,9.67148
Purhus,56.54312,9.88438
Pulsen,57.23233,10.31328
Pugdal,57.11667,8.65
Præstø,55.11777,12.05727
Præstevænge,54.85848,12.1081
Præstens Kær,57.17441,9.74088
Præstbro,55.895,8.61648
Præstbro,57.23493,10.38587
Prejlerup,55.82586,11.59091
Povlstrup,55.37032,12.17362
Povlskirke,55.02082,15.04724
Poulstrup,57.35028,10.01764
Porsheden,57.02706,9.70056
Pølsmark,56.20916,8.34615
Pøl,55.06773,9.75377
Pollerup Kullegård,54.97298,12.37476
Pollerup,54.9937,12.36971
Pogemosetofte,54.8083,11.71365
Plovstrup,55.87707,9.46231
Plovstrup,55.42028,8.84425
Plovslund,55.71147,9.12155
Plejerup,55.79147,11.63019
Plejelt,56.04256,12.4106
Pjedsted,55.60184,9.65747
Pisselhøj,56.79385,9.47994
Pirupshvarre,57.28146,9.62076
Pirup,57.26482,9.63273
Pindstrup,56.39277,10.41529
Pilshuse,55.30692,10.7758
Pillemark,55.82477,10.56038
Pilehave,54.73122,11.23172
Petersværft,54.97113,12.07564
Permelille,55.80849,10.58167
Perbøl,54.99957,9.26699
Perbøl,54.91926,9.34145
Pennsylvanien,55.18987,10.43098
Pejrup,55.0952,10.35
Pedholt,56.02602,10.20973
Pederstrup,56.5461,9.52648
Pederstrup,56.33522,10.67252
Pederstrup,56.24202,9.41678
Pederstrup,55.73395,12.33636
Pederstrup,55.28531,10.48753
Pederstrup,55.17938,11.85637
Pederstrup,54.9308,10.80431
Pedersker,55.03091,14.99313
Pedersborg,55.45341,11.56249
Pebringe,55.31654,12.16727
Pasop,55.06667,10.6
Pårup,56.13556,9.34953
Pårup,56.0987,12.29273
Pårup,55.99674,8.80538
Pårup,55.40863,10.31727
Pårup,55.32216,10.63161
Pårup,54.80511,11.43778
Pannerup,56.25493,10.18173
Pandrup,57.22147,9.67569
Pandebjerg,54.8,11.81667
Pamhule,55.21404,9.4208
Palleshave,55.24764,10.41573
Paderup,56.43067,10.0659
Padborg,54.82657,9.36247
Påby,55.50367,9.41481
Ovtved,55.55551,11.35077
Ovtrup,56.78031,8.66447
Ovtrup,55.71919,8.34466
Ovstrup,56.24245,8.88844
Ovstrup,54.8561,11.91068
Ovre Jonstrup,57.28978,9.69548
Over Vrigsted,55.73037,9.84153
Over Viskum,56.46305,9.57565
Over Vindinge,55.06941,11.88795
Over Ustrup,55.80626,9.86975
Overtarp,55.96656,8.8251
Over Tandslet,54.9261,9.97625
Over Slebsager,55.56786,8.73292
Over Simmelkær,56.26667,9.01667
Over Romalt,56.44464,10.10272
Over Randlev,55.94422,10.18771
Overlund,56.45429,9.44123
Over Lert,55.37545,9.27989
Overlade,56.85831,9.26425
Over Kærby,55.46543,10.6234
Over Kestrup,55.19541,9.48146
Over Julianehede,56.15379,9.29623
Over Jerstal,55.19619,9.30643
Over Jels,55.38311,9.24482
Over Hornbæk,56.4601,9.96964
Over Holluf,55.35771,10.46977
Over Hjerk,56.69217,8.9195
Over Hadsten,56.31642,10.04092
Over Ginderup,56.6702,8.84124
Over Geestrup,55.14967,9.08592
Over Fussing,56.48123,9.89379
Over Fløjstrup,56.05905,10.24092
Over Fidde,55.72377,8.2922
Over Feldborg,56.35,8.95
Over Even,55.19046,11.93488
Over Dråby,55.83721,11.98961
Overby,55.98318,8.86859
Overby,55.9566,11.3999
Overby,55.75771,10.00465
Overby,55.1128,8.87594
Overbroen,56.44206,10.67526
Over Blåkrog,55.00582,9.62335
Overbjerg,55.73001,11.02693
Over Barrit,55.71483,9.87813
Over Åstrup,55.93333,9.6
Over Åstrup,55.26745,9.55723
Oved,55.67293,8.67478
Ove,56.69369,9.97777
Oustrup,56.3983,10.31546
Oustrup,55.63437,9.33374
Oure,55.11971,10.72344
Oudrup,56.92563,9.39029
